300 2193
2 5 1
3 13 1
10 13 1
13 14 1
11 16 1
15 18 1
3 19 1
16 19 1
17 21 1
8 24 1
6 25 1
7 25 1
20 26 1
22 26 1
4 27 1
26 27 1
4 28 1
4 30 1
7 30 1
11 31 1
22 31 1
24 31 1
27 31 1
4 32 1
8 32 1
14 32 1
1 33 1
22 33 1
28 33 1
18 34 1
20 34 1
16 35 1
31 37 1
3 38 1
20 38 1
31 39 1
13 40 1
1 41 1
18 41 1
23 41 1
35 41 1
33 42 1
6 43 1
24 44 1
26 44 1
39 44 1
2 45 1
33 45 1
4 46 1
6 46 1
9 46 1
24 46 1
33 46 1
34 46 1
1 47 1
41 47 1
4 48 1
8 48 1
25 48 1
43 48 1
44 48 1
25 49 1
27 49 1
5 51 1
10 51 1
30 51 1
9 52 1
24 52 1
10 54 1
33 55 1
42 55 1
27 56 1
45 56 1
15 58 1
17 58 1
50 58 1
55 58 1
9 59 1
10 59 1
27 59 1
29 59 1
33 59 1
35 59 1
51 59 1
10 60 1
42 60 1
2 61 1
6 61 1
25 61 1
28 62 1
33 62 1
40 62 1
43 62 1
8 63 1
10 63 1
13 63 1
7 64 1
10 64 1
16 64 1
29 64 1
48 64 1
49 64 1
53 64 1
63 64 1
41 65 1
58 65 1
60 65 1
62 65 1
6 67 1
9 67 1
10 67 1
13 67 1
30 67 1
59 67 1
60 67 1
63 67 1
8 68 1
15 68 1
27 68 1
43 68 1
1 69 1
9 69 1
41 69 1
17 70 1
37 70 1
66 70 1
2 71 1
28 71 1
39 71 1
65 71 1
6 72 1
7 72 1
30 72 1
60 72 1
18 73 1
29 74 1
46 74 1
47 74 1
64 74 1
70 74 1
34 75 1
44 75 1
45 75 1
16 76 1
30 76 1
35 76 1
56 76 1
15 77 1
32 77 1
47 77 1
23 78 1
44 78 1
9 79 1
20 79 1
64 79 1
7 80 1
21 80 1
26 80 1
28 80 1
39 80 1
41 80 1
48 80 1
68 80 1
79 80 1
5 81 1
26 81 1
31 81 1
56 81 1
24 82 1
72 82 1
3 83 1
11 83 1
57 83 1
60 83 1
1 84 1
22 84 1
35 84 1
71 84 1
76 84 1
5 85 1
11 85 1
12 85 1
33 85 1
41 85 1
52 85 1
60 85 1
69 85 1
80 85 1
1 86 1
8 86 1
23 86 1
29 86 1
34 86 1
41 86 1
42 86 1
63 86 1
70 86 1
77 86 1
80 86 1
3 87 1
5 87 1
86 87 1
12 88 1
43 88 1
48 88 1
49 88 1
53 88 1
76 88 1
4 89 1
44 89 1
57 89 1
19 90 1
33 90 1
48 90 1
70 90 1
31 91 1
36 91 1
39 91 1
16 92 1
25 92 1
45 92 1
47 92 1
57 92 1
70 92 1
76 92 1
27 93 1
76 93 1
78 93 1
7 94 1
11 94 1
25 94 1
35 94 1
42 94 1
84 94 1
2 95 1
45 95 1
65 95 1
79 95 1
20 96 1
79 96 1
87 96 1
28 97 1
73 97 1
26 98 1
93 98 1
9 99 1
11 99 1
21 99 1
22 99 1
28 99 1
53 99 1
54 99 1
94 99 1
16 100 1
27 100 1
31 100 1
63 100 1
70 100 1
95 100 1
47 101 1
63 101 1
81 101 1
10 102 1
30 102 1
88 102 1
3 103 1
16 103 1
20 103 1
25 103 1
72 103 1
92 103 1
37 104 1
48 104 1
65 104 1
83 104 1
94 104 1
15 105 1
29 105 1
34 105 1
55 105 1
99 105 1
5 106 1
12 106 1
35 106 1
44 106 1
79 106 1
81 106 1
49 107 1
68 107 1
89 107 1
35 108 1
46 108 1
65 108 1
66 108 1
107 108 1
3 109 1
26 109 1
59 109 1
70 109 1
88 109 1
103 109 1
13 110 1
63 110 1
87 110 1
4 111 1
31 111 1
55 111 1
84 111 1
13 112 1
16 112 1
34 112 1
41 112 1
70 112 1
100 112 1
108 112 1
14 113 1
29 113 1
41 113 1
47 113 1
53 113 1
13 114 1
49 114 1
76 114 1
77 114 1
11 115 1
44 115 1
46 115 1
63 115 1
75 115 1
78 115 1
98 115 1
107 115 1
110 115 1
16 116 1
20 116 1
64 116 1
70 116 1
73 116 1
76 116 1
79 116 1
91 116 1
108 116 1
41 117 1
71 117 1
82 117 1
114 117 1
26 118 1
38 118 1
49 118 1
77 118 1
81 118 1
10 119 1
23 119 1
33 119 1
52 119 1
81 119 1
84 119 1
100 119 1
19 120 1
28 120 1
45 120 1
91 120 1
108 120 1
118 120 1
22 121 1
40 121 1
67 121 1
106 121 1
111 121 1
119 121 1
23 122 1
47 122 1
69 122 1
85 122 1
4 123 1
13 123 1
37 123 1
72 123 1
4 124 1
39 124 1
94 124 1
97 124 1
18 125 1
26 125 1
54 125 1
60 125 1
73 125 1
82 125 1
107 125 1
26 126 1
38 126 1
45 126 1
46 126 1
58 126 1
74 126 1
77 126 1
89 126 1
26 127 1
111 127 1
1 128 1
35 128 1
67 128 1
75 128 1
106 128 1
4 129 1
18 129 1
28 129 1
45 129 1
52 129 1
54 129 1
85 129 1
86 129 1
106 129 1
109 129 1
16 130 1
79 130 1
90 130 1
103 130 1
16 131 1
22 131 1
83 131 1
66 132 1
68 132 1
83 132 1
90 132 1
14 133 1
30 133 1
37 133 1
106 133 1
4 134 1
9 134 1
15 134 1
28 134 1
30 134 1
87 134 1
90 134 1
113 134 1
133 134 1
10 135 1
55 135 1
64 135 1
122 135 1
71 136 1
103 136 1
107 136 1
13 137 1
24 137 1
54 137 1
61 137 1
2 138 1
7 138 1
44 138 1
61 138 1
71 138 1
83 138 1
93 138 1
113 138 1
39 139 1
61 139 1
71 139 1
100 139 1
112 139 1
16 140 1
23 140 1
30 140 1
41 140 1
53 140 1
90 140 1
100 140 1
110 140 1
121 140 1
15 141 1
66 141 1
69 141 1
101 141 1
116 141 1
39 142 1
69 142 1
110 142 1
138 142 1
18 143 1
28 143 1
32 143 1
52 143 1
59 143 1
72 143 1
75 143 1
80 143 1
88 143 1
126 143 1
10 144 1
16 144 1
45 144 1
46 144 1
58 144 1
81 144 1
91 144 1
96 144 1
102 144 1
120 144 1
121 144 1
131 144 1
133 144 1
135 144 1
24 145 1
91 145 1
97 145 1
115 145 1
122 145 1
131 145 1
136 145 1
22 146 1
26 146 1
90 146 1
97 146 1
45 147 1
67 147 1
35 148 1
54 148 1
82 148 1
85 148 1
93 148 1
97 148 1
116 148 1
145 148 1
6 149 1
15 149 1
21 149 1
26 149 1
32 149 1
38 149 1
90 149 1
99 149 1
129 149 1
9 150 1
33 150 1
49 150 1
69 150 1
92 150 1
103 150 1
124 150 1
3 151 1
7 151 1
30 151 1
39 151 1
82 151 1
83 151 1
110 151 1
111 151 1
117 151 1
131 151 1
139 151 1
31 152 1
53 152 1
86 152 1
88 152 1
96 152 1
128 152 1
10 153 1
28 153 1
33 153 1
107 153 1
138 153 1
49 154 1
53 154 1
57 154 1
91 154 1
112 154 1
148 154 1
43 155 1
44 155 1
66 155 1
131 155 1
140 155 1
141 155 1
153 155 1
154 155 1
24 156 1
65 156 1
72 156 1
80 156 1
81 156 1
141 156 1
27 157 1
36 157 1
57 157 1
72 157 1
91 157 1
103 157 1
120 157 1
137 157 1
4 158 1
22 158 1
34 158 1
35 158 1
39 158 1
50 158 1
78 158 1
98 158 1
148 158 1
40 159 1
90 159 1
104 159 1
145 159 1
152 159 1
3 160 1
32 160 1
35 160 1
68 160 1
114 160 1
119 160 1
134 160 1
24 161 1
30 161 1
57 161 1
66 161 1
68 161 1
84 161 1
113 161 1
127 161 1
10 162 1
26 162 1
88 162 1
109 162 1
19 163 1
21 163 1
43 163 1
51 163 1
64 163 1
76 163 1
90 163 1
99 163 1
110 163 1
120 163 1
133 163 1
14 164 1
42 164 1
54 164 1
92 164 1
161 164 1
15 165 1
16 165 1
21 165 1
83 165 1
90 165 1
3 166 1
76 166 1
122 166 1
127 166 1
149 166 1
163 166 1
22 167 1
34 167 1
52 167 1
64 167 1
65 167 1
75 167 1
27 168 1
42 168 1
79 168 1
90 168 1
94 168 1
95 168 1
135 168 1
157 168 1
12 169 1
28 169 1
33 169 1
80 169 1
146 169 1
33 170 1
80 170 1
94 170 1
116 170 1
117 170 1
121 170 1
139 170 1
32 171 1
66 171 1
98 171 1
127 171 1
133 171 1
149 171 1
170 171 1
2 172 1
6 172 1
26 172 1
34 172 1
49 172 1
70 172 1
79 172 1
87 172 1
94 172 1
97 172 1
98 172 1
129 172 1
147 172 1
169 172 1
11 173 1
110 173 1
117 173 1
135 173 1
165 173 1
16 174 1
49 174 1
59 174 1
76 174 1
82 174 1
114 174 1
126 174 1
131 174 1
158 174 1
164 174 1
171 174 1
52 175 1
62 175 1
72 175 1
110 175 1
113 175 1
172 175 1
9 176 1
12 176 1
31 176 1
60 176 1
